geo_id,geo_level,trial_count,site_count,trials_per_100k,coverage_residual,industry_pct,pop_total,median_hh_income,gini_index,pct_poverty,pct_nhblack,pct_hispanic,pct_no_vehicle,pct_no_internet,pct_unemployed,pct_uninsured,pct_bachelors_plus,places_access2,places_bphigh,places_chd,places_depression,places_diabetes,places_foodinsecu,places_foodstamp,places_ghlth,places_housinsecu,places_lacktrpt,places_lpa,places_mhlth,places_obesity,places_stroke,endo_per_100k,amc_count,has_ctsa,trials_100k_phase_early_phase1,trials_100k_phase_phase1,trials_100k_phase_phase2,trials_100k_phase_phase3,trials_100k_phase_phase4,trials_100k_phase_unknown,trials_100k_sponsor_industry,trials_100k_sponsor_non_industry,trials_100k_status_active_not_recruiting,trials_100k_status_completed,trials_100k_status_enrolling_by_invitation,trials_100k_status_not_yet_recruiting,trials_100k_status_no_longer_available,trials_100k_status_recruiting,trials_100k_status_suspended,trials_100k_status_terminated,trials_100k_status_unknown,trials_100k_status_withdrawn
MD,state,520,780,8.439219846058892,0.8373619357488806,81.73076923076923,6161707,98461,0.4559,9.065134061064573,29.470356185388237,10.920756212523576,2.0498040657014034,6.963518776389874,5.071042312057955,5.9,42.2,9.08313532241518,33.40379902858601,4.893949468457687,19.965810901147012,10.878887840348236,15.860902132831306,12.218033504090728,17.121980239240216,14.351656079680604,8.197709541694573,22.754597779275297,15.736077405959774,35.00797679780389,2.9333723232725313,6.410561229217813,0,1,0.0811463446736431,0.4381902612376732,1.8339073896243363,4.1060050404863455,0.7140878331280601,0.4219609923029446,6.897439297259671,1.5417805487992209,0.3408146476293014,6.621541725369285,0.0162292689347286,0.0811463446736431,0.0162292689347286,0.3732731854987587,,0.8276927156711607,0.0811463446736431,0.0811463446736431
ME,state,85,111,6.2182276002981824,-0.6779890091734844,94.11764705882354,1366949,68251,0.4566,10.643484138764505,1.5430714679187008,1.8945842163826156,1.891163310190771,9.48994436132733,4.026413451429516,7.1,34.1,8.307368205324984,29.709981686099752,5.577611256944021,28.40376708207244,8.772530457760297,11.492183104118885,15.241584937253087,17.272045488239858,11.189655611466245,8.501619297618321,21.506151377466928,19.557229630146423,32.743569815204026,2.778689335205421,3.43831408487076,0,0,,,1.6094236141948235,3.292002847216685,1.0241786635785242,,5.852449506162995,0.3657780941351872,0.0731556188270374,5.559827030854845,,,,0.0731556188270374,,0.4389337129622246,,0.0731556188270374
MI,state,472,895,4.6928187246648685,-2.3449070351745,86.01694915254237,10057921,68505,0.4642,12.857169985725678,13.39161443005965,5.472572313900656,2.2702732903111875,9.495409743411054,6.020954092683403,5.2,31.1,7.1555606250828045,32.70726491574505,5.67256246096387,26.55355277684897,10.10108478489909,16.206509075308976,15.097722283558452,18.40531069290315,13.037885721135344,8.772202741834745,23.87547651523277,18.74408567444971,36.36606865311941,3.0784349587084483,3.479844393289627,0,1,0.0298272376567682,0.0894817129703047,0.9942412552256078,2.565142438482068,0.3082147891199384,0.1391937757315851,4.036619496215968,0.6561992284489011,0.1789634259406094,3.738347119648285,,0.0298272376567682,,0.258502726358658,0.009942412552256,0.3678692644334749,0.0497120627612803,0.0596544753135364
MN,state,358,430,6.285893682009632,-0.6103229274620352,67.0391061452514,5695292,84313,0.4496,9.06510149084542,6.622540161241952,5.742444812311643,1.396375911629049,7.445993707798235,3.962360828721429,4.6,38.2,7.78663780620201,27.821031169617356,4.93199073874781,25.12996280579069,8.721503427668498,11.953330451493937,8.287935805900451,15.290076698547953,10.096731651544149,7.440694877891071,21.54812450177272,15.924263998425957,33.59351376532826,2.6502915608608646,4.231565299900339,0,1,0.0702334489610014,0.5267508672075111,0.9832682854540208,2.2825870912325477,0.4389590560062592,0.5969843161685126,4.214006937660089,2.0718867443495435,0.3160505203245066,5.039249962951856,,0.0526750867207511,,0.3511672448050074,0.0351167244805007,0.4389590560062592,0.0175583622402503,0.0351167244805007
MO,state,514,884,8.35171848794249,-0.2698655914658481,87.54863813229572,6154422,65920,0.4661,12.455791949268349,11.182512346407185,4.550841654992134,1.7328879350321602,10.394561497996197,4.268910775623215,9.5,31.2,8.997186896865536,32.95438417184363,5.623096671993987,25.127903310169923,10.407912584933984,14.355935351244357,11.33811608636481,19.624062558200595,13.166829217000029,8.788723239132537,27.76205555484119,18.515183962622203,36.812611086661384,3.086670533916975,4.143362284874192,0,1,0.0649939181941049,0.2274787136793674,1.8848236276290449,4.533325794038823,0.7311815796836811,0.2762241523249462,7.311815796836811,1.0399026911056797,0.4062119887131561,6.6131311762501825,0.0162484795485262,0.0162484795485262,,0.3899635091646299,0.0162484795485262,0.7799270183292598,0.0324969590970524,0.0812423977426312
MS,state,183,247,6.1848436856801605,-0.3737667554519568,96.17486338797814,2958846,52985,0.4834,18.5479068528744,37.13187506210191,3.2824621490946133,2.1384698943786016,16.557311403418804,6.361425743693731,11.8,23.9,11.913752641751891,41.63830296867422,6.271872687913963,20.08068317385471,13.560649047907306,23.265371455981423,14.322401790550227,23.48059215067809,18.14285249023835,12.453153065848207,33.08743123479997,18.159752843533948,40.66314981786515,3.927454793739801,2.5009750422968953,0,0,,,1.4870662413657216,4.157026083817812,0.4731574404345477,0.0337969600310391,5.9482649654628865,0.2365787202172738,0.4055635203724695,5.103340964686908,,,,0.1351878401241565,,0.5069544004655869,0.0337969600310391,
MT,state,183,218,16.76069753810082,4.529015732115392,98.36065573770492,1091840,66341,0.4644,12.119816090269635,0.4806565064478312,4.202172479484173,1.262623418341717,10.276020066814292,3.867336158833382,8.4,34.0,9.607860239132108,27.846151025289775,5.1876277502031405,25.890236089174632,8.300623968273253,12.360107606104144,8.787769084924557,17.35032764464795,10.12281619464065,7.994235928668321,19.648095715261817,18.46137460277475,31.591732253185327,2.8775394828798846,2.5644783118405625,0,0,,0.0915885111371629,3.2971864009378664,11.082209847596715,1.4654161781946071,0.2747655334114888,16.48593200468933,0.2747655334114888,0.5495310668229777,14.013042203985933,,,,0.8242966002344666,,1.3738276670574443,,
NC,state,775,2081,7.401949950593178,-0.1999079597168336,86.70967741935483,10470214,66186,0.4773,12.964567868431342,20.647534042761684,10.038075630545851,1.554041281954345,10.443136953039438,4.977892121415101,10.5,33.9,10.76400598291443,33.65919454214374,5.5228825885988595,24.79944920900054,10.53038201087486,15.823000004235858,12.889216363873398,18.205715737672357,13.109212132721671,8.765476284606372,23.12215064406225,17.327468352255853,35.17611280702325,3.164651998360252,3.5242832667985584,1,1,,0.2196707727272814,1.80512069762853,3.7726067490120063,0.53485057707512,0.2769761916996157,6.4182069249014395,0.9837430256917384,0.3247307075098942,5.749643703557539,0.0095509031620557,0.0573054189723342,0.0095509031620557,0.3629343201581171,0.0286527094861671,0.7163177371541785,0.0573054189723342,0.0859581284585014
ND,state,119,132,15.317799282766575,6.56856517539574,99.15966386554622,776874,73959,0.4521,10.40194420201989,3.2028359811243523,4.27212134786336,1.018629037801761,9.500746786319125,2.877869371028205,7.2,31.4,7.392063979492383,30.036186731465033,5.394822360779183,21.719842888423074,9.034276826125849,11.164417248561396,7.095255443997918,15.78067130402275,9.564903069466885,6.687384010467429,21.48596493277614,14.660712259175687,37.317087844964554,2.733242933817541,3.3467460617809324,0,0,,0.2574420047523794,3.604188066533312,9.654075178214228,1.5446520285142764,0.1287210023761897,15.189078280390383,0.1287210023761897,0.901047016633328,13.38698424712373,,,,0.5148840095047588,,0.3861630071285691,,0.1287210023761897
NE,state,283,404,14.446595835807036,6.185580456388736,92.57950530035336,1958939,71722,0.4525,10.131300668372011,4.663595956790895,11.780305563368742,1.135527880068884,8.641398080061414,3.050124017699199,7.8,33.5,10.177793226974297,29.91003852726861,5.193126799391738,18.681042299855548,9.492680420013343,12.8442330308719,8.9835082053265,15.586493217157155,10.297640146362216,6.976026341993122,23.692695579815695,14.778831306127168,38.05132781837087,2.7627268544211523,2.705546216599904,0,1,,0.7657206273395956,2.9097383838904634,8.473974942558192,1.0720088782754338,0.4083843345811176,13.374586957531603,1.0720088782754338,0.1531441254679191,12.04733787014297,0.0510480418226397,,,0.3573362927584779,0.0510480418226397,1.6845853801471102,0.1020960836452794,
NH,state,98,103,7.103456774015845,-5.128225031969585,96.93877551020408,1379610,90845,0.4426,7.11519922296881,1.3392915389131712,4.251491363501279,1.3074281437345443,6.516961527454707,3.560186044579563,5.8,39.0,7.195076104083115,28.173146267317332,4.678716421855924,23.750041652029036,7.607959189707167,10.093876543038112,6.91502646947315,13.462009088664038,9.019224107046584,6.062161870741319,19.5730360937875,16.566462551434604,31.70804779809461,2.4878410857701363,5.581287465298164,0,1,,0.07248425279608,0.7248425279608005,5.363834706909924,0.5073897695725603,0.1449685055921601,6.886004015627605,0.2174527583882401,0.1449685055921601,5.943708729278565,,,0.07248425279608,0.1449685055921601,0.07248425279608,0.7248425279608005,,
NJ,state,438,717,4.735614840119481,-3.5254005392988192,94.06392694063926,9249063,97126,0.4811,9.505600729500925,12.40958138137885,21.22834496856601,2.348638603998299,7.462271993000911,6.232414491683777,7.5,42.3,11.777017728465882,29.26633576222459,4.644903510737031,15.64516854562244,9.404107683608013,14.869782190935824,8.680204190589421,16.254884925605218,13.145366277909462,7.795022286087963,23.91693179540944,15.573477680466764,28.773875054236964,2.631014548212079,5.297833953558323,0,1,,0.1513666843873806,0.7352096098815631,2.8975908154155725,0.4541000531621419,0.2270500265810709,4.454505283400059,0.2811095567194212,0.0864952482213603,3.892286169961217,,0.01081190602767,,0.1621785904150507,0.01081190602767,0.4973476772728221,0.0648714361660202,0.01081190602767
NM,state,173,199,8.189492549691995,1.7837454889572717,90.17341040462428,2112463,58722,0.4766,17.92462163834349,1.798658722069925,49.781984347181464,2.0618759626598693,14.549143017425068,6.142027670812954,9.5,29.1,16.05944742829929,30.637430908994695,5.858713464147241,23.895758269273323,11.41304719595147,22.05627802124323,17.84434247491317,23.08340703441442,18.12708319302668,11.61604180096018,24.84258351052059,17.096498908013356,34.53729783815508,3.209207263394876,2.934962647866495,0,1,0.0473381072236531,,1.0887764661440225,5.301868009049152,0.662733501131144,0.662733501131144,7.384744726889891,0.8047478228021036,0.3787048577892252,6.01193961740395,0.0473381072236531,0.0473381072236531,,0.331366750565572,0.0473381072236531,1.1361145733676756,0.0946762144473063,0.0946762144473063
NV,state,385,607,12.400086703982875,4.798228793672864,97.4025974025974,3104817,71646,0.4675,12.543605629574948,8.976020164795543,29.583353865944435,1.4102783346839445,8.233512736847443,6.962770284138854,11.4,26.5,14.853975887282614,31.00672377223688,5.464316527258374,20.944420585116134,10.599337219223193,18.559806356699173,15.461515935603735,21.463245409094895,16.495967339388095,10.38907870920414,25.445397732256342,19.20991974388211,31.203555788567183,3.0492332012343417,3.4784658805977937,0,0,,0.0966240522388276,3.317425793533081,7.214595900499128,0.9984485398012184,0.2254561218905977,12.07800652985345,0.3220801741294253,0.5797443134329656,10.016693415425127,,0.0322080174129425,,0.3542881915423679,0.0322080174129425,1.2561126791047588,0.0966240522388276,0.0322080174129425
NY,state,793,1695,3.9661146765298385,-3.07161108330953,77.80580075662043,19994379,81386,0.5147,13.28204291816215,13.840004733330302,19.484045991125807,5.364925584418641,9.348370699911092,6.210378378189076,5.2,38.8,8.20188980961749,29.18451484014023,5.014080613872969,18.02936382396657,9.925143332000111,17.845211182816975,14.655006736142802,17.348412785142663,15.61497003966612,9.024445318739469,25.028071414643794,15.8638619646733,28.911432392468328,2.852103468844507,5.746615086169968,0,1,0.0150042169351696,0.1500421693516963,0.7902220919189338,1.830514466090695,0.350098395153958,0.2300646596726009,3.085867282999887,0.8802473935299516,0.1900534145121486,2.990840575743813,0.0200056225802261,0.0400112451604523,0.0050014056450565,0.2100590370923748,0.0050014056450565,0.3751054233792407,0.065018273385735,0.065018273385735
