geo_id,geo_level,trial_count,site_count,trials_per_100k,coverage_residual,industry_pct,pop_total,median_hh_income,gini_index,pct_poverty,pct_nhblack,pct_hispanic,pct_no_vehicle,pct_no_internet,pct_unemployed,pct_uninsured,pct_bachelors_plus,places_access2,places_bphigh,places_chd,places_depression,places_diabetes,places_foodinsecu,places_foodstamp,places_ghlth,places_housinsecu,places_lacktrpt,places_lpa,places_mhlth,places_obesity,places_stroke,endo_per_100k,amc_count,has_ctsa,trials_100k_phase_early_phase1,trials_100k_phase_phase1,trials_100k_phase_phase2,trials_100k_phase_phase3,trials_100k_phase_phase4,trials_100k_phase_unknown,trials_100k_sponsor_industry,trials_100k_sponsor_non_industry,trials_100k_status_active_not_recruiting,trials_100k_status_completed,trials_100k_status_enrolling_by_invitation,trials_100k_status_not_yet_recruiting,trials_100k_status_no_longer_available,trials_100k_status_recruiting,trials_100k_status_suspended,trials_100k_status_terminated,trials_100k_status_unknown,trials_100k_status_withdrawn
OH,state,719,1773,6.106321503517335,-0.299425557217388,88.03894297635605,11774683,66990,0.4664,12.964315047802137,12.155214709389629,4.200750032930823,1.9798271519152264,9.835265652874009,5.004326807586175,6.4,30.4,8.289064184565039,33.38629836329039,5.827087471861808,26.249141428770173,11.316521293472263,14.689322707856626,12.243812692902804,18.467065127473465,12.31825613854346,8.151841500590647,25.84512629184265,18.556500002552216,37.21187600873662,3.0801640282716143,3.651902985413705,0,1,0.0084927976404969,0.3397119056198795,1.333369229558027,3.150827924624383,0.5180606560703163,0.2038271433719277,5.375940906434594,0.730380597082741,0.2293055362934186,4.832401857442786,0.0084927976404969,0.0254783929214909,,0.2717695244959036,0.0169855952809939,0.5775102395537952,0.0594495834834789,0.0849279764049698
OK,state,332,487,8.361673614159638,0.0419286976307216,95.18072289156626,3970497,61364,0.467,14.75863097239464,6.994137006022168,11.552357299350684,1.3604025977352237,11.707999745191309,4.815210500976973,13.9,27.3,11.603073609662037,36.05171444054629,6.3563734262930005,26.01847362851397,11.559018656608847,19.071900485129483,15.738454601668751,20.628938490556383,15.06805197043162,9.989976279607168,30.580959647475375,18.647991994083995,39.26168976783945,3.341380797009086,2.3170902786225502,0,1,,0.0503715277961423,2.040046875743767,5.23863889079881,0.62964409745178,0.1511145833884272,7.958701391790499,0.4029722223691391,0.4029722223691391,6.699413196886939,,0.0251857638980711,,0.2014861111845695,,0.9570590281267056,0.0251857638980711,0.0503715277961423
OR,state,340,465,8.039014757266678,-0.2220006221516222,90.88235294117646,4229374,76632,0.461,11.683951336533491,1.7919909660389457,13.786106407236629,1.5147548786292242,6.498512613041409,5.520088029329588,6.5,35.5,8.719943919320965,29.10613403740907,5.296064092372603,27.94587400133117,9.589984118901858,,,18.20417518244742,,,19.26847860726121,18.589951427711313,33.62647339666174,2.812180966906637,3.0973850976527495,0,1,,0.1891532884062748,2.0097536893166694,4.5633230828013795,0.5911040262696087,0.141864966304706,7.306045764692364,0.7329689925743148,0.2127974494570591,6.6203650942196175,,0.0236441610507843,,0.2127974494570591,0.0472883221015687,0.8275456367774522,0.070932483152353,0.0236441610507843
PA,state,651,1576,5.011852916667436,,81.25960061443932,12989208,73170,0.4731,11.412851345516986,10.376183059044092,8.122958690014048,3.2084089132909757,10.394924492565742,5.362444754242895,5.6,33.8,,,,,,,,,,,,,,,4.549930988863986,0,1,0.0153973975934483,0.1616726747312076,0.9469399519970731,2.5559680005124252,0.4311271326165536,0.2540570602918977,4.072611663467088,0.9392412532003492,0.1616726747312076,3.918637687532604,0.0307947951868966,0.0307947951868966,,0.2463583614951735,0.0153973975934483,0.4927167229903471,0.0692882891705175,0.046192192780345
RI,state,113,142,10.32670779072424,2.0656924113059407,93.80530973451329,1094250,81370,0.462,10.786657527987206,5.328215672835276,16.741695225039983,1.7130204826719788,8.7062345709004,5.841317840183866,4.3,36.3,8.516989118104659,30.29307237558904,5.216746663019939,23.894537642749217,9.661143406073595,15.815834345898102,13.768644605458435,16.59200324170183,14.146791365325898,8.278610260457066,24.596543641915247,17.541249871094152,32.018248023817314,2.723195542323713,4.660726525017135,0,1,,,2.558830249029015,6.3970756225725385,0.6397075622572538,0.3655471784327164,9.687000228466989,0.6397075622572538,0.6397075622572538,7.859264336303404,,0.0913867946081791,0.0913867946081791,0.1827735892163582,0.0913867946081791,1.2794151245145076,0.0913867946081791,
SC,state,517,1079,10.052987215011424,1.7332422984825069,95.55125725338492,5142750,63623,0.4772,13.958465801370862,25.590860920713627,6.200476398813864,1.956566333100191,11.744785809790493,5.092535587096733,10.2,30.6,12.290402766001614,34.47279494693516,5.479244844484524,23.110894902625795,11.78653995385584,18.312603485071243,11.132453490533068,19.142983703894263,14.61399743317774,9.128016264422415,24.809624424912172,17.529376070198904,35.92501048623502,3.297374752740017,2.6833892372757764,0,1,,0.0194448495454766,2.333381945457197,6.319576102279909,0.8555733800009723,0.1750036459092897,9.605755675465462,0.4472315395459628,0.3500072918185795,8.34184045500948,,0.0388896990909532,,0.2527830440911963,0.0194448495454766,0.9527976277283554,0.0583345486364299,0.0388896990909532
SD,state,71,74,7.97446374539222,-0.647120334016118,90.14084507042251,890342,69457,0.445,11.854096515720926,2.15332984403746,4.402465569410406,1.1347392520117774,10.22802991041682,3.0850312806738223,9.5,30.4,9.110474032863983,29.836225947062033,5.600739439648993,21.856707149207075,10.11327793868831,,,16.54542370451091,,,23.299832382208713,16.227137306070947,36.21931605058644,2.9737908290556625,4.717288412767228,0,0,,,1.6847458617025817,4.3803392404267125,1.2354802985818931,0.1123163907801721,7.188249009931015,0.7862147354612048,0.2246327815603442,6.738983446810327,,0.1123163907801721,,0.3369491723405163,,0.3369491723405163,0.1123163907801721,0.1123163907801721
TN,state,598,1214,8.63691063195033,0.3171657154214138,88.96321070234114,6923772,64035,0.4762,13.628163954561185,16.130961562570228,5.9594972220344635,1.5087143259870983,11.557597097619984,5.009296656826558,10.1,29.7,11.94087841431624,36.26561183967417,5.905979468879241,29.06872500454934,11.934077689807031,,,21.537979117532235,,,25.741124429218612,20.218871726123567,37.55662842588082,3.2426579365095085,2.9319278566654132,0,1,0.0288859887356198,0.4332898310342974,1.71871632976938,4.693973169538223,0.7221497183904958,0.2599738986205785,7.683673003674875,0.9532376282754544,0.3610748591952479,7.033738257123429,0.0577719774712396,0.0288859887356198,,0.2888598873561983,0.0144429943678099,0.7654787014939256,0.0577719774712396,0.0288859887356198
TX,state,1196,5461,4.089819829758172,-2.4687906113739455,84.94983277591973,29243342,73035,0.4761,13.645246155518066,11.796042326489223,39.89037915023529,1.3226090178468188,9.073754262525531,5.181215060937567,17.6,32.3,19.347722288054484,32.34857121474164,5.383021326775622,21.21498708098187,12.268151950562952,,,21.64023279252081,,,27.77486786545601,17.06192984736476,35.682055375290524,3.06560294315972,2.8074766557119224,0,1,0.0136783271898266,0.4548043790617365,0.991678721262433,1.6516580081715695,0.3898323249100598,0.1573007626830066,3.474295106215972,0.6155247235421998,0.1402028536957232,3.207567726014352,0.0068391635949133,0.0341958179745666,,0.2256923986321399,0.0102587453923699,0.3624756705304065,0.0478741451643933,0.0547133087593066
UT,state,359,615,10.932426337829028,2.183192230458191,94.70752089136492,3283809,86833,0.4286,8.38014634834121,1.050152429693688,14.642843112982517,1.2671960136203813,4.506693990227875,3.3399925634354815,8.8,36.1,10.446670667339616,28.261115149349067,4.860442802853759,26.950640389409568,8.83309671405492,12.411236859962765,6.207421530060188,15.767366019716796,10.144706192027472,6.760827253839881,18.013788959269608,17.005453875138752,31.5433260806043,2.6542429672274857,2.3143855199860894,0,1,,0.2740719694720369,2.223028196828744,6.669084590486231,0.9135732315734564,0.2131670873671398,10.353829957832504,0.5785963799965224,0.4872390568391767,8.892112787314975,,,,0.4872390568391767,,0.9135732315734564,0.0913573231573456,0.060904882104897
VA,state,530,1068,6.145275946659469,-0.260471114075254,90.188679245283,8624511,87249,0.4724,9.701257265484385,18.57111666968713,10.029728062263471,1.6764363287956383,8.857654746098214,4.309948952523637,7.4,41.0,9.012033149969987,32.57759282275465,5.210794825519003,22.350800377047403,11.015087105148645,13.572321416813256,11.181415373431737,17.407488446997245,11.707167266058097,7.756113719415746,23.066654438866905,16.65703727191398,34.591240291044066,2.911229392840723,3.756734729655977,0,1,0.0115948602767159,0.1275434630438757,1.600090718186805,3.292940318587338,0.4753892713453551,0.1391383233205917,5.542343212270238,0.6029327343892309,0.2203023452576036,4.939410477881006,,0.0463794411068639,0.0115948602767159,0.1739229041507397,0.0115948602767159,0.6261224549426628,0.0811640219370118,0.0347845808301479
VT,state,69,75,10.717347813661046,-1.5143339923243833,91.30434782608695,643816,74014,0.4486,10.055512755197135,1.172384656485704,2.142382295562707,1.66178937628358,8.718940186114391,3.8279280124394863,4.1,41.7,6.354143926370235,26.550253928096872,4.811156132935957,27.83361384912204,7.008310561757265,,,13.475444608766807,,,17.752219477955364,17.34745827921956,28.84055379972524,2.6103125211137557,4.038420915292568,0,1,,,0.9319432881444388,7.92151794922773,1.553238813574065,,9.785404525516608,0.9319432881444388,0.1553238813574064,9.474756762801794,,,,,,0.7766194067870323,0.3106477627148129,
WA,state,524,882,6.815330174783305,-0.0808864346883622,90.26717557251908,7688549,90325,0.4637,9.722744824803744,3.783639799915433,13.489580413677537,1.3732885080650574,5.618117446141205,4.911963925392421,6.4,38.0,8.556831646068572,28.200872095003746,4.714999894562849,25.485770899670875,8.559877530694378,,,15.767561984878688,,,17.44631628549785,16.98742024490617,30.58983814586337,2.6347200481442252,3.2515888238469963,0,1,0.0260127105907759,0.1820889741354318,1.5867753460373342,3.693804903890188,0.5202542118155195,0.1950953294308197,6.152006054718517,0.6633241200647872,0.2601271059077597,5.709789974675326,0.0390190658861639,0.0260127105907759,,0.1690826188400438,0.0260127105907759,0.4812351459293554,0.0520254211815519,0.0520254211815519
WI,state,221,285,3.7571436731740624,-4.5038717062442375,88.23529411764706,5882128,72458,0.4436,10.398634643788778,6.054781534845892,7.326872179592147,1.457026379846035,9.31845467798645,3.3578028671979796,5.4,32.0,8.377497701544419,29.444932886813017,5.348065350358422,24.050535155108747,9.64153943111562,12.75446009782433,13.188980026281548,16.900153780943345,10.635420970237842,7.171512686230675,25.63254591655716,16.50977132136635,37.88575137725003,2.812217144097614,3.893148874012942,0,1,0.01700065010486,0.13600520083888,0.6290240538798204,2.193083863526941,0.4080156025166402,0.06800260041944,3.315126770447702,0.4420169027263602,0.10200390062916,3.009115068560222,,0.01700065010486,,0.2040078012583201,,0.4080156025166402,,0.01700065010486
WV,state,69,78,3.8483697692149383,-2.710240671917179,86.95652173913044,1792967,55217,0.4715,16.278046389030028,3.359626808524641,1.835505059490777,3.054996927545947,14.253254008155968,6.042777619474069,6.4,22.7,8.943781081193546,38.4343333857598,6.67346541510827,31.945459104184557,12.8579161961803,17.20886336370542,18.934088932679476,23.812733706243,13.905416123888202,9.576077522518109,31.08693847554658,22.9203920841212,40.76023878255878,3.3238085028200968,4.629198418041157,0,0,,,0.4461877993292681,2.2867124715624993,0.3904143244131097,0.1673204247484755,3.346408494969511,0.5019612742454267,0.1673204247484755,2.565579846143292,0.0557734749161585,0.0557734749161585,,0.3346408494969511,0.0557734749161585,0.5577347491615853,0.0557734749161585,
WY,state,1,1,0.1730316353738954,-8.57620247199694,0.0,577929,72495,0.4476,10.405084361573827,0.7765659795580426,10.471528509557402,1.363620833973932,8.566511214745725,3.782880616038938,11.6,29.0,11.972538217149092,28.12854317195736,5.320290291920055,22.42830357221435,9.295633300183932,,,17.431386906281077,,,24.683476198438747,16.806561380657765,33.871056615065086,2.7953433162892622,1.3842530829911637,0,0,,,,,,,,0.1730316353738954,,,,,,0.1730316353738954,,,,
